<version>,<mean_time>,<total>
0,0.227959,11.17
1,0.221367,10.847
2,0.221,10.829
3,0.221837,10.87
4,0.223776,10.965
5,0.223,10.927
6,0.227102,11.128
7,0.227408,11.143
8,0.229122,11.227
9,0.230449,11.292
10,0.233163,11.425
11,0.235408,11.535
12,0.236878,11.607
13,0.237612,11.643
14,0.26051,12.765
15,0.269143,13.188
16,0.279816,13.711
17,0.286388,14.033
18,0.291347,14.276
19,0.302633,14.829
20,0.309061,15.144
21,0.318265,15.595
22,0.318939,15.628
23,0.325531,15.951
24,0.337592,16.542
25,0.342184,16.767
26,0.351184,17.208
27,0.357224,17.504
28,0.365571,17.913
29,0.372367,18.246
30,0.379449,18.593
31,0.385776,18.903
32,0.390796,19.149
33,0.399388,19.57
34,0.405469,19.868
35,0.415143,20.342
36,0.417082,20.437
37,0.426694,20.908
38,0.432224,21.179
39,0.436898,21.408
40,0.445429,21.826
41,0.451694,22.133
42,0.461469,22.612
43,0.461408,22.609
44,0.469327,22.997
45,0.481143,23.576
46,0.483694,23.701
47,0.494163,24.214
48,0.500388,24.519
49,0.503816,24.687
50,0.508694,24.926
51,0.511898,25.083
52,0.515857,25.277
53,0.518347,25.399
54,0.529408,25.941
55,0.531041,26.021
56,0.53551,26.24
57,0.53649,26.288
58,0.543735,26.643
59,0.542041,26.56
60,0.553163,27.105
61,0.558653,27.374
62,0.560694,27.474
63,0.564224,27.647
64,0.568367,27.85
65,0.572163,28.036
66,0.57098,27.978
67,0.577571,28.301
68,0.582918,28.563
69,0.587959,28.81
70,0.588653,28.844
71,0.595551,29.182
72,0.599204,29.361
73,0.601388,29.468
74,0.605939,29.691
75,0.610918,29.935
76,0.615306,30.15
77,0.622714,30.513
78,0.622857,30.52
79,0.628041,30.774
80,0.628714,30.807
81,0.635959,31.162
82,0.642367,31.476
83,0.647633,31.734
84,0.646122,31.66
85,0.654224,32.057
86,0.651592,31.928
87,0.660163,32.348
