<version>,<mean_time>,<total>
0,0.134143,6.573
1,0.132388,6.487
2,0.131776,6.457
3,0.130939,6.416
4,0.12798,6.271
5,0.130122,6.376
6,0.127755,6.26
7,0.12949,6.345
8,0.129429,6.342
9,0.130347,6.387
10,0.130816,6.41
11,0.129082,6.325
12,0.128429,6.293
13,0.132939,6.514
14,0.134347,6.583
15,0.137388,6.732
16,0.136102,6.669
17,0.136061,6.667
18,0.136102,6.669
19,0.139612,6.841
20,0.140449,6.882
21,0.136816,6.704
22,0.137245,6.725
23,0.141776,6.947
24,0.141857,6.951
25,0.144939,7.102
26,0.145,7.105
27,0.144653,7.088
28,0.147816,7.243
29,0.145592,7.134
30,0.147735,7.239
31,0.145571,7.133
32,0.144776,7.094
33,0.147367,7.221
34,0.147551,7.23
35,0.147653,7.235
36,0.150347,7.367
37,0.151184,7.408
38,0.152143,7.455
39,0.154163,7.554
40,0.156265,7.657
41,0.157918,7.738
42,0.156082,7.648
43,0.153857,7.539
44,0.162367,7.956
45,0.160571,7.868
46,0.159082,7.795
47,0.159959,7.838
48,0.163327,8.003
49,0.163918,8.032
50,0.159714,7.826
51,0.163286,8.001
52,0.163367,8.005
53,0.163388,8.006
54,0.160449,7.862
55,0.159857,7.833
56,0.163388,8.006
57,0.161184,7.898
58,0.162327,7.954
59,0.164184,8.045
60,0.163245,7.999
61,0.16502,8.086
62,0.166265,8.147
63,0.16751,8.208
64,0.166265,8.147
65,0.165306,8.1
66,0.165224,8.096
67,0.167184,8.192
68,0.168449,8.254
69,0.164469,8.059
70,0.160163,7.848
71,0.163408,8.007
72,0.164857,8.078
73,0.164592,8.065
74,0.166959,8.181
75,0.163735,8.023
76,0.164551,8.063
77,0.164224,8.047
78,0.165204,8.095
79,0.16598,8.133
80,0.167429,8.204
81,0.167469,8.206
82,0.165918,8.13
83,0.165,8.085
84,0.168082,8.236
85,0.169122,8.287
86,0.168327,8.248
87,0.165184,8.094
