<version>,<mean_time>,<total>
0,0.04,0.52
1,0.0389231,0.506
2,0.0359231,0.467
3,0.0434615,0.565
4,0.0448462,0.583
5,0.0480769,0.625
6,0.0533846,0.694
7,0.0564615,0.734
8,0.0581538,0.756
9,0.0632308,0.822
10,0.0658462,0.856
11,0.0685385,0.891
12,0.0726923,0.945
13,0.0752308,0.978
14,0.0827692,1.076
15,0.0882308,1.147
16,0.0945385,1.229
17,0.0995385,1.294
18,0.104308,1.356
19,0.110615,1.438
20,0.116308,1.512
21,0.120692,1.569
22,0.122846,1.597
23,0.128692,1.673
24,0.133615,1.737
25,0.137692,1.79
26,0.142385,1.851
27,0.147308,1.915
28,0.157385,2.046
29,0.160846,2.091
30,0.165923,2.157
31,0.172462,2.242
32,0.176923,2.3
33,0.184385,2.397
34,0.189231,2.46
35,0.195769,2.545
36,0.200231,2.603
37,0.206308,2.682
38,0.212385,2.761
39,0.217769,2.831
40,0.223923,2.911
41,0.228154,2.966
42,0.234308,3.046
43,0.243385,3.164
44,0.249462,3.243
45,0.253308,3.293
46,0.257615,3.349
47,0.262846,3.417
48,0.275846,3.586
49,0.277077,3.602
50,0.293154,3.811
51,0.304462,3.958
52,0.309308,4.021
53,0.317231,4.124
54,0.320538,4.167
55,0.327538,4.258
56,0.340615,4.428
57,0.350769,4.56
58,0.355462,4.621
59,0.361769,4.703
60,0.367,4.771
61,0.374308,4.866
62,0.386769,5.028
63,0.389462,5.063
64,0.397308,5.165
65,0.402154,5.228
66,0.411846,5.354
67,0.416769,5.418
68,0.423769,5.509
69,0.424385,5.517
70,0.439462,5.713
71,0.442,5.746
72,0.455308,5.919
73,0.454077,5.903
74,0.466154,6.06
75,0.471462,6.129
76,0.468077,6.085
77,0.480846,6.251
78,0.484154,6.294
79,0.495385,6.44
80,0.504308,6.556
81,0.501846,6.524
82,0.513,6.669
83,0.516615,6.716
84,0.518385,6.739
85,0.523846,6.81
86,0.532769,6.926
87,0.535615,6.963
