##ver, min, mean, max, stddev, count, total
0 0.0 3.5510204081632635 88.0 12.869636786654402 49 174.0
1 0.0 0.8979591836734698 34.0 4.874443976663656 49 44.0
2 0.0 1.0 34.0 4.864839839775475 49 49.0
3 0.0 0.8775510204081637 31.0 4.4423748015617734 49 43.0
4 0.0 0.9387755102040819 30.0 4.298295026641892 49 46.0
5 0.0 0.8979591836734698 27.0 3.86891941179524 49 44.0
6 0.0 0.8775510204081636 29.0 4.176485030606999 49 43.0
7 0.0 0.8571428571428569 24.0 3.4520525295346576 49 42.0
8 0.0 1.326530612244898 42.0 5.973510117950061 49 65.0
9 0.0 0.959183673469388 29.0 4.1681289950921485 49 47.0
10 0.0 1.1428571428571432 30.0 4.272001872658768 49 56.0
11 0.0 1.0 24.0 3.452052529534663 49 49.0
12 0.0 1.1632653061224496 31.0 4.412798331631106 49 57.0
13 0.0 1.2040816326530615 31.0 4.420499556218799 49 59.0
14 0.0 1.3265306122448977 33.0 4.67879861316824 49 65.0
15 0.0 1.387755102040816 36.0 5.110513373309522 49 68.0
16 0.0 1.79591836734694 32.0 5.653094992408779 49 88.0
17 0.0 1.387755102040816 35.0 4.948974331998042 49 68.0
18 0.0 1.3673469387755095 28.0 3.96701964930339 49 67.0
19 0.0 1.2857142857142863 33.0 4.677071733467427 49 63.0
20 0.0 1.489795918367347 37.0 5.236579867383184 49 73.0
21 0.0 1.4693877551020411 20.0 3.3917918126972713 49 72.0
22 0.0 1.6326530612244907 35.0 4.918900103813095 49 80.0
23 0.0 1.6734693877551021 36.0 5.059593837050393 49 82.0
24 0.0 1.5306122448979589 35.0 4.924860576775773 49 75.0
25 0.0 1.4897959183673468 37.0 5.22861696571374 49 73.0
26 0.0 1.4693877551020411 31.0 4.354605037659966 49 72.0
27 0.0 1.6530612244897955 34.0 4.772102176575171 49 81.0
28 0.0 1.714285714285714 33.0 4.6097722286464435 49 84.0
29 0.0 1.7755102040816322 39.0 5.474430358959917 49 87.0
30 0.0 1.755102040816327 27.0 3.960905895146224 49 86.0
31 0.0 1.6122448979591841 30.0 4.192335896860942 49 79.0
32 1.0 1.979591836734694 43.0 6.012105135746158 49 97.0
33 0.0 1.8367346938775504 35.0 4.879151816553728 49 90.0
34 1.0 1.9183673469387754 39.0 5.442260309734506 49 94.0
35 1.0 1.7755102040816322 32.0 4.450024841327902 49 87.0
36 0.0 2.0204081632653064 42.0 5.868311071333214 49 99.0
37 1.0 2.183673469387754 45.0 6.280503792782587 49 107.0
38 1.0 2.16326530612245 43.0 6.008143566497581 49 106.0
39 1.0 1.9795918367346939 36.0 5.006203634485118 49 97.0
40 1.0 1.9591836734693882 30.0 4.148087830924173 49 96.0
41 1.0 2.0816326530612246 40.0 5.570894357782985 49 102.0
42 1.0 2.1224489795918364 36.0 5.006798099672523 49 104.0
43 1.0 1.959183673469388 29.0 4.025746223131957 49 96.0
44 1.0 2.0612244897959178 34.0 4.709954720524149 49 101.0
45 1.0 2.224489795918368 37.0 5.124554070528353 49 109.0
46 1.0 2.1632653061224496 26.0 3.771311325738871 49 106.0
47 1.0 2.244897959183673 38.0 5.281771373652726 49 110.0
48 1.0 2.591836734693877 48.0 6.717261245437441 49 127.0
49 1.0 2.3673469387755093 38.0 5.258698656951723 49 116.0
50 1.0 2.2857142857142865 31.0 4.262237284181472 49 112.0
51 1.0 2.204081632653061 27.0 3.7079845819344963 49 108.0
52 1.0 2.326530612244898 37.0 5.120985236838553 49 114.0
53 1.0 2.387755102040816 27.0 3.746199888612752 49 117.0
54 1.0 2.7142857142857135 52.0 7.231297716638878 49 133.0
55 1.0 3.020408163265305 65.0 9.07489622511457 49 148.0
56 1.0 2.6530612244897953 44.0 6.098329759068472 49 130.0
57 1.0 2.510204081632653 37.0 5.087248965876968 49 123.0
58 1.0 2.775510204081632 45.0 6.209083755952673 49 136.0
59 1.0 2.6530612244897953 38.0 5.230324322353902 49 130.0
60 1.0 2.6530612244897953 36.0 4.914057303661962 49 130.0
61 1.0 2.591836734693877 32.0 4.368058146681326 49 127.0
62 1.0 2.673469387755102 39.0 5.355634708347056 49 131.0
63 1.0 2.73469387755102 40.0 5.4839747986142955 49 134.0
64 1.0 2.8979591836734686 40.0 5.470545745014775 49 142.0
65 1.0 2.83673469387755 38.0 5.173437520866845 49 139.0
66 1.0 3.0 42.0 5.730037812557028 49 147.0
67 1.0 2.9183673469387754 39.0 5.322267431484898 49 143.0
68 1.0 2.979591836734694 41.0 5.599441177171046 49 146.0
69 1.0 2.7959183673469385 36.0 4.9031435147801385 49 137.0
70 1.0 3.0 40.0 5.454356057317857 49 147.0
71 2.0 3.0408163265306123 37.0 5.016469474281154 49 149.0
72 2.0 2.8775510204081636 37.0 5.015113213499538 49 141.0
