0,0,1,0,2121
1,545,47,11,9918482
2,100,216,0,9919617
3,85,234,0,9928644
4,28,250,0,9928863
5,29,247,0,9937201
6,28,257,0,9937527
7,27,250,0,9937756
8,27,256,0,9937911
9,24,253,0,9736326
10,29,241,0,9950595
11,20,245,0,9950716
12,16,251,0,9950810
13,26,252,0,9950980
14,1472,353,4,9972326
15,1087,690,1,9996713
16,1298,972,1,10008365
17,1297,1301,0,10017771
18,951,1477,0,10131678
19,1208,1675,0,10172550
20,1149,1893,0,10179331
21,943,2068,0,10209242
22,20,2203,0,10209973
23,1306,2258,0,10221066
24,1431,2519,0,10232166
25,1067,2728,0,10238386
26,1156,2937,0,10251207
27,1322,3150,0,10266114
28,1361,3391,0,10275897
29,1530,3740,0,10750189
30,1243,4040,0,10763443
31,1384,4247,0,10775787
32,1125,4524,0,10784812
33,1324,4771,0,10861266
34,1097,4998,0,10874972
35,1048,5162,0,10886345
36,1209,5374,0,10895605
37,1009,5573,0,10906933
38,1072,5716,0,10920270
39,1281,5952,0,11485052
40,1295,6202,0,11502719
41,1126,6467,0,11511911
42,1140,6675,0,11521537
43,1080,6890,0,11530680
43,0,1,0,10968972
44,998,78,12,20892569
45,953,368,2,20937601
46,1009,610,1,20967939
47,919,783,1,20975505
48,970,971,0,20983363
49,895,1164,0,21023142
50,957,1347,0,21032368
51,876,1502,0,21059413
52,828,1697,0,21065563
53,930,1854,0,21089890
54,889,2034,0,21097238
55,888,2186,0,21106852
56,873,2306,0,21114328
57,819,2452,0,21121491
58,606,3126,0,21126485
59,98,3216,0,21128989
60,1214,3128,0,21225452
61,821,3590,0,21233637
62,815,3779,0,21242504
63,879,3959,0,21571118
64,747,4056,0,21579875
65,819,4097,0,21589278
66,876,4392,0,21599428
67,790,4461,0,21609268
68,736,4807,0,21618165
69,640,4892,0,21625495
70,691,4682,0,21634620
71,705,5074,0,21642820
72,629,5227,0,21650302
73,672,5098,0,21657188
74,728,5566,0,21664832
75,890,5557,0,21674334
76,753,5579,0,21682005
77,759,5635,0,21689089
78,694,6102,0,21696266
79,674,6040,0,21703287
80,802,6184,0,21711878
81,701,6373,0,22199133
82,725,6203,0,22207221
83,693,6339,0,22606242
84,688,6835,0,22614819
85,601,7078,0,22621463
86,633,7089,0,22628682
87,623,6916,0,22636095
88,652,7092,0,22627593
