<version>,<mean_time>,<total>
0,0.141878,6.952
1,0.140429,6.881
2,0.138857,6.804
3,0.132143,6.475
4,0.134551,6.593
5,0.133796,6.556
6,0.13402,6.567
7,0.135102,6.62
8,0.135449,6.637
9,0.134837,6.607
10,0.134755,6.603
11,0.134102,6.571
12,0.162367,7.956
13,0.134388,6.585
14,0.136816,6.704
15,0.13602,6.665
16,0.134918,6.611
17,0.134939,6.612
18,0.136796,6.703
19,0.13549,6.639
20,0.134878,6.609
21,0.135184,6.624
22,0.136898,6.708
23,0.136082,6.668
24,0.135265,6.628
25,0.135,6.615
26,0.134694,6.6
27,0.13502,6.616
28,0.134694,6.6
29,0.13751,6.738
30,0.134898,6.61
31,0.135061,6.618
32,0.136735,6.7
33,0.134592,6.595
34,0.134837,6.607
35,0.136959,6.711
36,0.137388,6.732
37,0.135816,6.655
38,0.134959,6.613
39,0.134776,6.604
40,0.136796,6.703
41,0.136816,6.704
42,0.135755,6.652
43,0.137469,6.736
44,0.136306,6.679
45,0.138878,6.805
46,0.137143,6.72
47,0.140102,6.865
48,0.139735,6.847
49,0.139571,6.839
50,0.139837,6.852
51,0.13698,6.712
52,0.138469,6.785
53,0.139939,6.857
54,0.137408,6.733
55,0.136898,6.708
56,0.137755,6.75
57,0.138714,6.797
58,0.141245,6.921
59,0.138694,6.796
60,0.137857,6.755
61,0.138286,6.776
62,0.141367,6.927
63,0.14151,6.934
64,0.139469,6.834
65,0.139204,6.821
66,0.140653,6.892
67,0.138224,6.773
68,0.138592,6.791
69,0.138306,6.777
70,0.13751,6.738
71,0.140388,6.879
72,0.139,6.811
73,0.136776,6.702
74,0.141102,6.914
75,0.140204,6.87
76,0.140122,6.866
77,0.140959,6.907
78,0.140653,6.892
79,0.140551,6.887
80,0.138878,6.805
81,0.139449,6.833
82,0.142551,6.985
83,0.142408,6.978
84,0.141449,6.931
85,0.142061,6.961
86,0.143061,7.01
87,0.142918,7.003
88,0.140837,6.901
89,0.140694,6.894
90,0.140633,6.891
91,0.141469,6.932
92,0.137163,6.721
93,0.143082,7.011
94,0.139776,6.849
95,0.140224,6.871
96,0.139776,6.849
97,0.137714,6.748
98,0.142,6.958
99,0.138918,6.807
100,0.138918,6.807
101,0.137878,6.756
102,0.13902,6.812
103,0.136796,6.703
104,0.138306,6.777
105,0.141694,6.943
106,0.137143,6.72
107,0.138041,6.764
108,0.138286,6.776
109,0.140571,6.888
110,0.13749,6.737
111,0.139,6.811
112,0.137878,6.756
113,0.139122,6.817
114,0.13951,6.836
115,0.139306,6.826
116,0.140755,6.897
117,0.138306,6.777
118,0.13802,6.763
119,0.138898,6.806
120,0.139816,6.851
121,0.138041,6.764
122,0.142245,6.97
123,0.137918,6.758
124,0.138347,6.779
125,0.139408,6.831
126,0.140469,6.883
127,0.168531,8.258
128,0.13851,6.787
129,0.138367,6.78
130,0.142633,6.989
131,0.140776,6.898
132,0.138245,6.774
133,0.144469,7.079
134,0.145286,7.119
135,0.144102,7.061
136,0.145367,7.123
137,0.144571,7.084
138,0.143388,7.026
139,0.144163,7.064
140,0.142653,6.99
141,0.144755,7.093
142,0.143857,7.049
143,0.14302,7.008
144,0.14549,7.129
145,0.144776,7.094
146,0.144653,7.088
147,0.143347,7.024
148,0.144,7.056
149,0.146327,7.17
150,0.144653,7.088
151,0.14602,7.155
152,0.142878,7.001
153,0.143959,7.054
154,0.145612,7.135
155,0.148041,7.254
156,0.145061,7.108
157,0.142898,7.002
158,0.14751,7.228
159,0.143327,7.023
160,0.143408,7.027
161,0.146245,7.166
162,0.145184,7.114
163,0.143571,7.035
164,0.14502,7.106
165,0.147898,7.247
166,0.144796,7.095
167,0.144245,7.068
168,0.143755,7.044
169,0.144265,7.069
170,0.143776,7.045
171,0.143265,7.02
172,0.14698,7.202
173,0.146449,7.176
174,0.147286,7.217
175,0.146224,7.165
176,0.144449,7.078
177,0.145204,7.115
178,0.14649,7.178
179,0.143551,7.034
180,0.146388,7.173
181,0.14602,7.155
182,0.146306,7.169
183,0.144571,7.084
184,0.145694,7.139
185,0.147531,7.229
186,0.145714,7.14
187,0.148449,7.274
188,0.145469,7.128
189,0.140837,6.901
190,0.142714,6.993
191,0.148612,7.282
192,0.149265,7.314
193,0.148347,7.269
194,0.148184,7.261
195,0.149408,7.321
196,0.147816,7.243
197,0.147776,7.241
198,0.148082,7.256
199,0.144245,7.068
200,0.144918,7.101
201,0.148837,7.293
202,0.147898,7.247
203,0.148082,7.256
204,0.150633,7.381
205,0.149735,7.337
206,0.149898,7.345
207,0.150163,7.358
208,0.145449,7.127
209,0.143878,7.05
210,0.145408,7.125
211,0.149837,7.342
212,0.147,7.203
213,0.14349,7.031
214,0.144898,7.1
215,0.14549,7.129
216,0.147082,7.207
217,0.145143,7.112
218,0.146265,7.167
219,0.145184,7.114
220,0.146102,7.159
221,0.145041,7.107
222,0.146878,7.197
223,0.145429,7.126
224,0.147469,7.226
225,0.145306,7.12
226,0.146184,7.163
227,0.146061,7.157
228,0.145265,7.118
229,0.145694,7.139
230,0.145306,7.12
231,0.14751,7.228
232,0.146837,7.195
233,0.146551,7.181
234,0.14649,7.178
235,0.147429,7.224
236,0.146816,7.194
237,0.146204,7.164
238,0.147286,7.217
239,0.147531,7.229
240,0.145612,7.135
241,0.14651,7.179
242,0.146612,7.184
243,0.146184,7.163
244,0.146061,7.157
245,0.148082,7.256
246,0.149408,7.321
247,0.147041,7.205
248,0.146551,7.181
249,0.14802,7.253
250,0.144408,7.076
251,0.145673,7.138
252,0.147429,7.224
253,0.149306,7.316
254,0.149796,7.34
255,0.146224,7.165
256,0.146367,7.172
257,0.148143,7.259
258,0.148367,7.27
259,0.148224,7.263
260,0.147245,7.215
261,0.150592,7.379
262,0.145918,7.15
263,0.147776,7.241
264,0.147592,7.232
265,0.147633,7.234
266,0.147122,7.209
267,0.149755,7.338
268,0.148204,7.262
269,0.151184,7.408
270,0.147918,7.248
271,0.145673,7.138
272,0.147388,7.222
273,0.146061,7.157
274,0.146633,7.185
275,0.149347,7.318
276,0.14498,7.104
277,0.147306,7.218
278,0.146388,7.173
279,0.148694,7.286
280,0.14902,7.302
281,0.146755,7.191
282,0.15002,7.351
283,0.148531,7.278
284,0.147694,7.237
285,0.147612,7.233
286,0.148388,7.271
287,0.148816,7.292
288,0.146306,7.169
289,0.148551,7.279
290,0.149755,7.338
291,0.150102,7.355
292,0.14751,7.228
293,0.150122,7.356
294,0.147163,7.211
295,0.148204,7.262
296,0.149755,7.338
297,0.148306,7.267
298,0.149469,7.324
299,0.149082,7.305
300,0.150551,7.377
301,0.149592,7.33
302,0.149531,7.327
303,0.14949,7.325
304,0.150163,7.358
305,0.149878,7.344
306,0.147837,7.244
307,0.152245,7.46
308,0.150408,7.37
309,0.145898,7.149
310,0.151816,7.439
311,0.149449,7.323
312,0.14951,7.326
313,0.149918,7.346
314,0.148408,7.272
315,0.149327,7.317
316,0.149612,7.331
317,0.152367,7.466
318,0.150224,7.361
319,0.151449,7.421
320,0.149265,7.314
321,0.15098,7.398
322,0.148429,7.273
323,0.150041,7.352
324,0.153429,7.518
325,0.148878,7.295
326,0.147612,7.233
327,0.150388,7.369
328,0.148714,7.287
329,0.149776,7.339
330,0.149143,7.308
331,0.149,7.301
332,0.148673,7.285
333,0.148694,7.286
334,0.15098,7.398
335,0.149204,7.311
336,0.148,7.252
337,0.146959,7.201
338,0.148388,7.271
339,0.149061,7.304
340,0.14598,7.153
341,0.148265,7.265
342,0.146776,7.192
343,0.147224,7.214
344,0.147,7.203
345,0.150959,7.397
346,0.150714,7.385
347,0.148531,7.278
348,0.150122,7.356
349,0.148694,7.286
350,0.149143,7.308
351,0.149,7.301
352,0.146837,7.195
353,0.147898,7.247
354,0.148653,7.284
355,0.148449,7.274
356,0.146449,7.176
357,0.149082,7.305
358,0.176102,8.629
359,0.147694,7.237
360,0.147714,7.238
361,0.147612,7.233
362,0.14949,7.325
363,0.149,7.301
364,0.148633,7.283
365,0.151612,7.429
366,0.149776,7.339
367,0.149265,7.314
368,0.147735,7.239
369,0.148673,7.285
370,0.148551,7.279
371,0.14798,7.251
372,0.148816,7.292
373,0.147918,7.248
374,0.149061,7.304
375,0.150735,7.386
376,0.149796,7.34
377,0.149265,7.314
378,0.149837,7.342
379,0.151265,7.412
380,0.148939,7.298
381,0.148082,7.256
382,0.147469,7.226
383,0.148265,7.265
384,0.148837,7.293
385,0.148327,7.268
386,0.151816,7.439
387,0.147837,7.244
388,0.148694,7.286
389,0.149245,7.313
390,0.151449,7.421
391,0.146939,7.2
392,0.148776,7.29
393,0.148286,7.266
394,0.147939,7.249
395,0.150184,7.359
396,0.151,7.399
397,0.149612,7.331
398,0.148429,7.273
399,0.149714,7.336
400,0.148857,7.294
401,0.147755,7.24
402,0.148204,7.262
403,0.148939,7.298
404,0.147327,7.219
405,0.148469,7.275
406,0.148388,7.271
407,0.148796,7.291
408,0.14849,7.276
409,0.149163,7.309
410,0.150408,7.37
411,0.149918,7.346
412,0.148102,7.257
413,0.175449,8.597
414,0.148673,7.285
415,0.148837,7.293
416,0.148796,7.291
417,0.149449,7.323
418,0.149633,7.332
419,0.149388,7.32
420,0.148408,7.272
421,0.146714,7.189
422,0.148816,7.292
423,0.15002,7.351
424,0.15,7.35
425,0.149082,7.305
426,0.148959,7.299
427,0.149694,7.335
428,0.151184,7.408
429,0.149714,7.336
430,0.149388,7.32
431,0.151061,7.402
432,0.151306,7.414
433,0.151306,7.414
434,0.152714,7.483
435,0.150143,7.357
436,0.15049,7.374
437,0.149327,7.317
438,0.152367,7.466
439,0.149286,7.315
440,0.149327,7.317
441,0.149429,7.322
442,0.151694,7.433
443,0.150837,7.391
444,0.151653,7.431
445,0.15402,7.547
446,0.150204,7.36
447,0.154061,7.549
448,0.152143,7.455
449,0.151592,7.428
450,0.151327,7.415
451,0.152184,7.457
452,0.154796,7.585
453,0.152347,7.465
454,0.153878,7.54
455,0.152959,7.495
456,0.153388,7.516
457,0.152592,7.477
458,0.15098,7.398
459,0.152429,7.469
460,0.152041,7.45
461,0.151898,7.443
462,0.151469,7.422
463,0.153327,7.513
464,0.155224,7.606
465,0.154571,7.574
466,0.155408,7.615
467,0.154184,7.555
468,0.154673,7.579
469,0.152571,7.476
470,0.153429,7.518
471,0.153163,7.505
472,0.153449,7.519
473,0.15302,7.498
474,0.153367,7.515
475,0.153388,7.516
476,0.15402,7.547
477,0.154102,7.551
478,0.154429,7.567
479,0.15551,7.62
480,0.153327,7.513
481,0.155143,7.602
482,0.154347,7.563
483,0.15249,7.472
484,0.152673,7.481
485,0.155755,7.632
486,0.154735,7.582
487,0.155102,7.6
488,0.155082,7.599
489,0.154122,7.552
490,0.153735,7.533
491,0.153469,7.52
492,0.154796,7.585
493,0.153041,7.499
494,0.153714,7.532
495,0.154837,7.587
496,0.154857,7.588
497,0.153388,7.516
498,0.152837,7.489
499,0.152816,7.488
500,0.152592,7.477
501,0.151571,7.427
502,0.153469,7.52
503,0.153531,7.523
504,0.153898,7.541
505,0.153245,7.509
506,0.153184,7.506
507,0.154388,7.565
508,0.152918,7.493
509,0.154,7.546
510,0.154122,7.552
511,0.152592,7.477
512,0.155224,7.606
513,0.154449,7.568
514,0.154653,7.578
515,0.152224,7.459
516,0.15598,7.643
517,0.15398,7.545
518,0.151857,7.441
519,0.153796,7.536
520,0.15302,7.498
521,0.154755,7.583
522,0.152776,7.486
523,0.153347,7.514
524,0.154061,7.549
525,0.152918,7.493
526,0.156102,7.649
527,0.153265,7.51
528,0.155082,7.599
529,0.153755,7.534
530,0.156449,7.666
531,0.154082,7.55
532,0.153429,7.518
533,0.153184,7.506
534,0.153796,7.536
535,0.155429,7.616
536,0.179041,8.773
537,0.152796,7.487
538,0.154,7.546
539,0.153082,7.501
540,0.152469,7.471
541,0.152041,7.45
542,0.153163,7.505
543,0.15402,7.547
544,0.152122,7.454
545,0.152633,7.479
546,0.151939,7.445
547,0.152551,7.475
548,0.153061,7.5
549,0.15402,7.547
550,0.158408,7.762
551,0.160286,7.854
552,0.161306,7.904
553,0.159837,7.832
554,0.159531,7.817
555,0.161429,7.91
556,0.159755,7.828
557,0.160204,7.85
558,0.158857,7.784
559,0.157429,7.714
560,0.158163,7.75
561,0.160898,7.884
562,0.160286,7.854
563,0.160918,7.885
564,0.16,7.84
565,0.160286,7.854
566,0.157918,7.738
567,0.15898,7.79
568,0.158408,7.762
569,0.158735,7.778
570,0.15798,7.741
571,0.158816,7.782
572,0.15849,7.766
573,0.161735,7.925
574,0.16102,7.89
575,0.162347,7.955
576,0.159204,7.801
577,0.159429,7.812
578,0.160612,7.87
579,0.160367,7.858
580,0.159061,7.794
581,0.158918,7.787
582,0.160469,7.863
583,0.159816,7.831
584,0.159796,7.83
585,0.156286,7.658
586,0.157837,7.734
587,0.158918,7.787
588,0.159449,7.813
589,0.15949,7.815
590,0.157694,7.727
591,0.158306,7.757
592,0.158796,7.781
593,0.157796,7.732
594,0.154878,7.589
595,0.156918,7.689
596,0.158163,7.75
597,0.157694,7.727
598,0.158837,7.783
599,0.158,7.742
600,0.159367,7.809
601,0.159898,7.835
602,0.158408,7.762
603,0.161,7.889
604,0.158898,7.786
605,0.157694,7.727
606,0.159061,7.794
607,0.159714,7.826
608,0.159,7.791
609,0.160633,7.871
610,0.159143,7.798
611,0.160531,7.866
612,0.159959,7.838
613,0.158245,7.754
614,0.158306,7.757
615,0.157673,7.726
616,0.159531,7.817
617,0.160388,7.859
618,0.159449,7.813
619,0.158163,7.75
620,0.161714,7.924
621,0.159918,7.836
622,0.159388,7.81
623,0.159347,7.808
624,0.160878,7.883
625,0.161224,7.9
626,0.16,7.84
627,0.16098,7.888
628,0.161,7.889
629,0.160612,7.87
630,0.16049,7.864
631,0.16098,7.888
632,0.159306,7.806
633,0.159776,7.829
634,0.159327,7.807
635,0.160551,7.867
636,0.160755,7.877
637,0.161653,7.921
638,0.161408,7.909
639,0.160224,7.851
640,0.159306,7.806
641,0.157694,7.727
642,0.159776,7.829
643,0.159776,7.829
644,0.15851,7.767
645,0.15949,7.815
646,0.159245,7.803
647,0.161286,7.903
648,0.161592,7.918
649,0.160327,7.856
650,0.15998,7.839
651,0.160327,7.856
652,0.161592,7.918
653,0.160571,7.868
654,0.161469,7.912
655,0.163041,7.989
656,0.161531,7.915
657,0.16349,8.011
658,0.162408,7.958
659,0.162347,7.955
660,0.163245,7.999
661,0.159286,7.805
662,0.161776,7.927
663,0.160959,7.887
664,0.160204,7.85
665,0.159367,7.809
666,0.159571,7.819
667,0.159367,7.809
668,0.160286,7.854
669,0.160347,7.857
670,0.16,7.84
671,0.162184,7.947
672,0.161143,7.896
673,0.159592,7.82
674,0.161061,7.892
675,0.161245,7.901
676,0.163755,8.024
677,0.16098,7.888
678,0.160367,7.858
679,0.159857,7.833
680,0.161816,7.929
681,0.159571,7.819
682,0.160224,7.851
683,0.159959,7.838
684,0.161122,7.895
685,0.160429,7.861
686,0.160857,7.882
687,0.159163,7.799
688,0.159306,7.806
689,0.160367,7.858
690,0.161286,7.903
691,0.162837,7.979
692,0.161469,7.912
693,0.163633,8.018
694,0.161184,7.898
695,0.161939,7.935
696,0.161837,7.93
697,0.160388,7.859
698,0.161755,7.926
699,0.161714,7.924
700,0.160633,7.871
