<version>,<mean_time>,<total>
0,0.0188462,0.245
1,0.0171538,0.223
2,0.0179231,0.233
3,0.0178462,0.232
4,0.0176154,0.229
5,0.0183846,0.239
6,0.0166154,0.216
7,0.0166154,0.216
8,0.0158462,0.206
9,0.0162308,0.211
10,0.0166923,0.217
11,0.0166923,0.217
12,0.0163077,0.212
13,0.0168462,0.219
14,0.0163077,0.212
15,0.0178462,0.232
16,0.0176154,0.229
17,0.0180769,0.235
18,0.0162308,0.211
19,0.0166154,0.216
20,0.0161538,0.21
21,0.0158462,0.206
22,0.0159231,0.207
23,0.0163077,0.212
24,0.0160769,0.209
25,0.0181538,0.236
26,0.0173846,0.226
27,0.0168462,0.219
28,0.0178462,0.232
29,0.0170769,0.222
30,0.017,0.221
31,0.0171538,0.223
32,0.0163846,0.213
33,0.0166923,0.217
34,0.0163077,0.212
35,0.0168462,0.219
36,0.0176154,0.229
37,0.0175385,0.228
38,0.017,0.221
39,0.0167692,0.218
40,0.0170769,0.222
41,0.0169231,0.22
42,0.0170769,0.222
43,0.0171538,0.223
44,0.0176923,0.23
45,0.0176154,0.229
46,0.0172308,0.224
47,0.0183077,0.238
48,0.0183077,0.238
49,0.0176923,0.23
50,0.0164615,0.214
51,0.018,0.234
52,0.018,0.234
53,0.0173846,0.226
54,0.0189231,0.246
55,0.0190769,0.248
56,0.0183077,0.238
57,0.0177692,0.231
58,0.0174615,0.227
59,0.0175385,0.228
60,0.0171538,0.223
61,0.0175385,0.228
62,0.0171538,0.223
63,0.0185385,0.241
64,0.0173077,0.225
65,0.0168462,0.219
66,0.0169231,0.22
67,0.0180769,0.235
68,0.0182308,0.237
69,0.017,0.221
70,0.0172308,0.224
71,0.0169231,0.22
72,0.0176923,0.23
73,0.0168462,0.219
74,0.0166154,0.216
75,0.0163077,0.212
76,0.0156154,0.203
77,0.0156923,0.204
78,0.0159231,0.207
79,0.0158462,0.206
80,0.0158462,0.206
81,0.0168462,0.219
82,0.0176154,0.229
83,0.0165385,0.215
84,0.0171538,0.223
85,0.0171538,0.223
86,0.0176923,0.23
87,0.016,0.208
88,0.0156154,0.203
89,0.0157692,0.205
90,0.0167692,0.218
91,0.0169231,0.22
92,0.0176154,0.229
93,0.0163077,0.212
94,0.0165385,0.215
95,0.0169231,0.22
96,0.0154615,0.201
97,0.0153077,0.199
98,0.0170769,0.222
99,0.0160769,0.209
100,0.0159231,0.207
101,0.0166923,0.217
102,0.0172308,0.224
103,0.0173077,0.225
104,0.0167692,0.218
105,0.0166154,0.216
106,0.0163846,0.213
107,0.0169231,0.22
108,0.0159231,0.207
