##bucket, min, mean, max, stddev, count, total
0 0.0 0.7399999999999998 3.0 0.7230886134196434 50 37.0
1 0.0 0.5 2.0 0.5802884574739972 50 25.0
2 0.0 0.5 2.0 0.5802884574739972 50 25.0
3 0.0 0.5599999999999998 2.0 0.5771145679064043 50 28.0
4 0.0 0.5599999999999997 2.0 0.5771145679064043 50 28.0
5 0.0 0.54 2.0 0.6131218209678556 50 27.0
6 0.0 0.5 2.0 0.614451804788759 50 25.0
7 0.0 0.44000000000000006 1.0 0.5014265364224069 50 22.0
8 0.0 0.43999999999999995 2.0 0.5405967979549856 50 22.0
9 0.0 0.26 1.0 0.44308749769345207 50 13.0
tot,0.0,0.5040000000000012,3.0,0.5853796534535148,500
