##ver, min, mean, max, stddev, count, total
0 7.0 16.8 46.0 11.688550903436328 10 168.0
1 7.0 15.2 27.0 7.067924416372571 10 152.0
2 7.0 13.2 20.0 5.329165037789691 10 132.0
3 6.0 11.4 17.0 4.376706016578627 10 114.0
4 7.0 13.9 22.0 5.3218626647276635 10 139.0
5 8.0 14.4 21.0 5.399588461684424 10 144.0
6 6.0 12.2 20.0 4.756282395129858 10 122.0
7 7.0 13.2 19.0 4.984420171338332 10 132.0
8 5.0 10.2 15.0 3.7058512292499453 10 102.0
9 5.0 10.6 15.0 3.6270588023294517 10 106.0
