##ver, min, mean, max, stddev, count, total
0 0.0 0.846153846153846 4.0 1.0681880176381127 13 11.0
1 0.0 0.6923076923076923 1.0 0.48038446141526137 13 9.0
2 0.0 0.7692307692307693 2.0 0.5991446895152781 13 10.0
3 0.0 0.6923076923076923 1.0 0.48038446141526137 13 9.0
4 0.0 0.7692307692307693 1.0 0.4385290096535146 13 10.0
5 0.0 0.6923076923076923 1.0 0.48038446141526137 13 9.0
6 0.0 0.8461538461538461 1.0 0.37553380809940534 13 11.0
7 0.0 0.8461538461538461 1.0 0.3755338080994054 13 11.0
8 0.0 0.6923076923076923 1.0 0.48038446141526137 13 9.0
9 0.0 0.46153846153846145 2.0 0.6602252917735247 13 6.0
