##bucket, min, mean, max, stddev, count, total
0 0.0 0.5581395348837208 4.0 0.7653920744856794 43 24.0
1 0.0 0.5348837209302325 2.0 0.5498414147691576 43 23.0
2 0.0 0.6744186046511628 3.0 0.6063524918787178 43 29.0
3 0.0 0.8139534883720932 4.0 0.7639438384209613 43 35.0
4 0.0 0.8139534883720932 4.0 0.7944993617872826 43 35.0
5 0.0 0.9069767441860466 4.0 0.8677818874626245 43 39.0
6 0.0 1.0930232558139532 5.0 0.9955604664225239 43 47.0
7 0.0 1.2325581395348835 5.0 0.971920271625433 43 53.0
8 0.0 1.3023255813953485 6.0 1.058635323714321 43 56.0
9 0.0 1.209302325581395 4.0 0.8879655595767569 43 52.0
tot,0.0,0.9139534883720954,6.0,0.8741513087859217,430
