##ver, min, mean, max, stddev, count, total
0 0.0 0.48 2.0 0.5436085025840128 50 24.0
1 0.0 0.38000000000000006 1.0 0.49031435147801444 50 19.0
2 0.0 0.3400000000000001 1.0 0.4785181206984065 50 17.0
3 0.0 0.3400000000000001 1.0 0.4785181206984065 50 17.0
4 0.0 0.38000000000000006 1.0 0.49031435147801433 50 19.0
5 0.0 0.3599999999999998 1.0 0.4848732213850612 50 18.0
6 0.0 0.38000000000000006 1.0 0.49031435147801433 50 19.0
7 0.0 0.32000000000000006 1.0 0.4712120714991611 50 16.0
8 0.0 0.42000000000000004 1.0 0.49856938190328964 50 21.0
9 0.0 0.3400000000000001 1.0 0.4785181206984065 50 17.0
