##ver, min, mean, max, stddev, count, total
0 5.0 15.8 41.0 11.073491871231143 10 158.0
1 5.0 9.4 18.0 4.35124503255486 10 94.0
2 5.0 10.6 22.0 5.399588461684424 10 106.0
3 6.0 12.3 24.0 6.092800852007411 10 123.0
4 8.0 14.5 25.0 5.9675045966560525 10 145.0
5 9.0 14.5 26.0 5.873670062235365 10 145.0
6 10.0 23.5 90.0 23.80126047082381 10 235.0
7 10.0 18.5 32.0 6.570134448142341 10 185.0
8 11.0 20.9 36.0 7.233410137841088 10 209.0
9 12.0 19.7 27.0 4.547282460742655 10 197.0
