##ver, min, mean, max, stddev, count, total
0 0.0 1.2307692307692308 4.0 0.9268086959962986 13 16.0
1 1.0 1.4615384615384615 4.0 0.9674179220468453 13 19.0
2 1.0 1.692307692307692 4.0 1.1821319289469756 13 22.0
3 1.0 1.846153846153846 5.0 1.344504484072964 13 24.0
4 1.0 2.076923076923077 7.0 1.7541160386140584 13 27.0
5 1.0 2.615384615384616 7.0 1.8501559185854917 13 34.0
6 1.0 2.769230769230769 6.0 1.640825308284734 13 36.0
7 1.0 2.846153846153846 8.0 2.192645048267573 13 37.0
8 1.0 3.230769230769231 8.0 2.1661735138967266 13 42.0
9 2.0 3.769230769230769 9.0 2.314945865236239 13 49.0
