##ver, min, mean, max, stddev, count, total
0 0.0 0.6400000000000001 7.0 1.1021315155420515 50 32.0
1 0.0 0.4399999999999999 3.0 0.6439672954048368 50 22.0
2 0.0 0.5799999999999998 3.0 0.6417450698633205 50 29.0
3 0.0 0.6000000000000002 4.0 0.7824607964359513 50 30.0
4 0.0 0.7199999999999998 5.0 0.9267014137272488 50 36.0
5 0.0 1.0200000000000002 5.0 0.8449127475783564 50 51.0
6 0.0 1.14 5.0 0.8573809193213519 50 57.0
7 0.0 1.2000000000000004 5.0 0.9689042833036092 50 60.0
8 0.0 1.2399999999999998 6.0 1.0606120681868907 50 62.0
9 0.0 1.44 6.0 1.2148738071696739 50 72.0
