##ver, min, mean, max, stddev, count, total
0 0.0 1.28 7.0 1.03094963158107 50 64.0
1 0.0 1.54 5.0 1.091899673944078 50 77.0
2 0.0 1.92 5.0 1.192493528840526 50 96.0
3 0.0 2.3 7.0 1.4321384039831015 50 115.0
4 0.0 2.68 7.0 1.6343256738371539 50 134.0
5 1.0 4.46 72.0 9.928746144403119 50 223.0
6 1.0 3.4599999999999995 10.0 2.130536006142442 50 173.0
7 1.0 3.7800000000000002 10.0 2.4099284433444943 50 189.0
8 1.0 4.34 12.0 2.654299554015895 50 217.0
9 1.0 5.459999999999999 43.0 6.279899908210549 50 273.0
