##ver, min, mean, max, stddev, count, total
0 0.0 0.42000000000000004 2.0 0.5379477252503634 50 21.0
1 0.0 0.42000000000000004 1.0 0.49856938190328964 50 21.0
2 0.0 0.32 1.0 0.47121207149916106 50 16.0
3 0.0 0.31999999999999995 1.0 0.47121207149916106 50 16.0
4 0.0 0.34000000000000014 1.0 0.47851812069840666 50 17.0
5 0.0 0.35999999999999993 1.0 0.4848732213850612 50 18.0
6 0.0 0.34 1.0 0.4785181206984065 50 17.0
7 0.0 0.3000000000000001 1.0 0.46291004988627565 50 15.0
8 0.0 0.38000000000000006 1.0 0.49031435147801433 50 19.0
9 0.0 0.38000000000000006 1.0 0.49031435147801444 50 19.0
