##bucket, min, mean, max, stddev, count, total
0 0.0 0.6000000000000001 4.0 0.699854212223765 50 30.0
1 0.0 0.3800000000000001 2.0 0.567486401886892 50 19.0
2 0.0 0.44000000000000006 1.0 0.5014265364224069 50 22.0
3 0.0 0.42000000000000004 1.0 0.49856938190328964 50 21.0
4 0.0 0.3800000000000001 2.0 0.5303060340934457 50 19.0
5 0.0 0.32 1.0 0.47121207149916117 50 16.0
6 0.0 0.36000000000000004 1.0 0.4848732213850611 50 18.0
7 0.0 0.3400000000000001 1.0 0.4785181206984065 50 17.0
8 0.0 0.34000000000000014 2.0 0.5194188275056528 50 17.0
9 0.0 0.26 1.0 0.4430874976934522 50 13.0
tot,0.0,0.3839999999999997,4.0,0.5264011743839379,500
