##ver, min, mean, max, stddev, count, total
0 0.0 0.96 3.0 0.6047431568147634 50 48.0
1 0.0 0.9799999999999998 2.0 0.6223720260226276 50 49.0
2 0.0 0.9200000000000002 2.0 0.44446711960297286 50 46.0
3 0.0 1.0 3.0 0.5714285714285714 50 50.0
4 0.0 1.1199999999999999 8.0 1.0999072317097236 50 56.0
5 0.0 0.9400000000000003 2.0 0.5115003939990902 50 47.0
6 0.0 0.9200000000000002 2.0 0.5656854249492377 50 46.0
7 0.0 0.8999999999999999 2.0 0.5439837932759934 50 45.0
8 0.0 1.0 2.0 0.5345224838248488 50 50.0
9 0.0 0.8999999999999998 2.0 0.5439837932759932 50 45.0
