##ver, min, mean, max, stddev, count, total
0 0.0 1.4782608695652177 6.0 1.0271672034134056 46 68.0
1 0.0 1.5 8.0 1.3457752825457567 46 69.0
2 0.0 1.3043478260869563 4.0 0.7562940409182803 46 60.0
3 0.0 1.434782608695652 4.0 0.7498792173275036 46 66.0
4 0.0 1.347826086956522 4.0 0.7060812450686402 46 62.0
5 0.0 1.391304347826087 4.0 0.7142443052179223 46 64.0
6 0.0 1.2173913043478262 3.0 0.6293927753799553 46 56.0
7 0.0 1.3478260869565217 3.0 0.7060812450686406 46 62.0
8 0.0 1.3695652173913042 4.0 0.7988518330752764 46 63.0
9 0.0 1.4130434782608698 4.0 0.685600692224522 46 65.0
