##bucket, min, mean, max, stddev, count, total
0 0.0 0.5 4.0 0.7354021529276429 50 25.0
1 0.0 0.4600000000000001 2.0 0.5424810727442153 50 23.0
2 0.0 0.3800000000000001 2.0 0.5303060340934457 50 19.0
3 0.0 0.42000000000000004 1.0 0.49856938190328964 50 21.0
4 0.0 0.27999999999999986 2.0 0.49651849134236503 50 14.0
5 0.0 0.3000000000000001 1.0 0.46291004988627565 50 15.0
6 0.0 0.3199999999999999 2.0 0.5126959555693245 50 16.0
7 0.0 0.3199999999999999 2.0 0.5126959555693245 50 16.0
8 0.0 0.3800000000000001 1.0 0.49031435147801483 50 19.0
9 0.0 0.23999999999999988 1.0 0.4314191105869002 50 12.0
tot,0.0,0.3600000000000005,4.0,0.5281646673450077,500
