##ver, min, mean, max, stddev, count, total
0 0.0 13.627906976744185 41.0 9.937958149520293 43 586.0
1 0.0 14.395348837209305 34.0 9.373568550739643 43 619.0
2 0.0 13.44186046511628 37.0 11.223492210922494 43 578.0
3 0.0 12.604651162790695 33.0 8.987132428098365 43 542.0
4 0.0 13.90697674418605 39.0 10.023339319732417 43 598.0
5 0.0 14.67441860465116 71.0 12.742357056071203 43 631.0
6 0.0 13.395348837209303 54.0 11.808268964875582 43 576.0
7 0.0 13.23255813953488 35.0 9.362633963190175 43 569.0
8 0.0 13.09302325581395 39.0 10.001937796743313 43 563.0
9 0.0 13.813953488372093 43.0 10.270753238834201 43 594.0
