##bucket, min, mean, max, stddev, count, total
0 1.0 2.8000000000000003 6.0 2.250925735484551 10 28.0
1 1.0 3.4 8.0 2.4585451886114362 10 34.0
2 2.0 5.3 11.0 3.1640339933558095 10 53.0
3 4.0 9.1 20.0 5.321862664727663 10 91.0
4 3.0 7.3 16.0 4.056544780420346 10 73.0
5 5.0 9.8 19.0 4.8488257455915145 10 98.0
6 7.0 11.0 23.0 5.477225575051661 10 110.0
7 7.0 13.7 24.0 5.755190893638735 10 137.0
8 8.0 13.7 27.0 6.074537019394976 10 137.0
9 8.0 13.3 25.0 5.558776843874918 10 133.0
tot,1.0,8.940000000000001,27.0,5.962543013842264,100
