##ver, min, mean, max, stddev, count, total
0 0.0 0.46153846153846145 3.0 0.8770580193070292 13 6.0
1 0.0 0.23076923076923073 2.0 0.599144689515278 13 3.0
2 0.0 0.5384615384615385 3.0 0.8770580193070292 13 7.0
3 0.0 0.46153846153846145 3.0 0.8770580193070292 13 6.0
4 0.0 0.5384615384615385 4.0 1.1266014242982163 13 7.0
5 0.0 0.6923076923076922 3.0 0.8548504142651104 13 9.0
6 0.0 0.5384615384615385 4.0 1.1266014242982163 13 7.0
7 0.0 0.6923076923076922 5.0 1.3774744634423888 13 9.0
8 0.0 0.7692307692307693 6.0 1.640825308284734 13 10.0
9 0.0 0.6923076923076922 5.0 1.3774744634423888 13 9.0
10 0.0 0.8461538461538461 5.0 1.3445044840729643 13 11.0
11 0.0 0.6923076923076922 5.0 1.3774744634423888 13 9.0
12 0.0 0.8461538461538463 6.0 1.625123269486238 13 11.0
13 0.0 1.0 7.0 1.8708286933869707 13 13.0
14 0.0 1.0 7.0 1.8708286933869707 13 13.0
15 0.0 1.0 7.0 1.8708286933869707 13 13.0
16 0.0 1.3846153846153844 7.0 1.757766648262388 13 18.0
17 0.0 1.0 7.0 1.9148542155126762 13 13.0
18 0.0 1.2307692307692308 6.0 1.5358952955766088 13 16.0
19 0.0 1.4615384615384615 7.0 1.7134460703206964 13 19.0
20 0.0 1.076923076923077 6.0 1.6052797503622467 13 14.0
21 0.0 1.076923076923077 8.0 2.1779783615981456 13 14.0
22 0.0 1.1538461538461537 5.0 1.2810252304406973 13 15.0
23 1.0 1.5384615384615385 6.0 1.3913653136029507 13 20.0
24 1.0 1.4615384615384615 6.0 1.3913653136029496 13 19.0
25 0.0 1.307692307692308 4.0 1.0315534712764842 13 17.0
26 1.0 1.4615384615384615 5.0 1.1266014242982163 13 19.0
27 1.0 1.6923076923076923 5.0 1.1821319289469754 13 22.0
28 1.0 1.6153846153846154 5.0 1.1929278784054478 13 21.0
29 1.0 4.307692307692308 40.0 10.78103748397014 13 56.0
30 0.0 1.7692307692307692 5.0 1.535895295576609 13 23.0
31 0.0 1.5384615384615385 5.0 1.3913653136029507 13 20.0
32 1.0 1.8461538461538463 5.0 1.143543749793731 13 24.0
33 1.0 1.4615384615384615 6.0 1.3913653136029496 13 19.0
