0,33502,503,66,1471294
1,545,49,11,11385559
2,100,167,0,11386371
3,85,178,0,11386955
4,28,188,0,11399390
5,29,184,0,11399533
6,28,192,0,11399706
7,27,183,0,11399858
8,27,182,0,11400002
9,24,179,0,11400092
10,29,171,0,11202608
11,20,179,0,11408517
12,16,181,0,11408596
13,26,183,0,11408694
14,1472,266,5,11422103
15,1087,484,2,11445551
16,1298,666,1,11456580
17,1297,822,1,11465591
18,951,1094,0,11619985
19,1208,1102,1,11627296
20,1149,1235,0,11653978
21,943,1304,0,11658473
22,20,1380,0,11659153
23,1306,1424,0,11462543
24,1431,1542,0,11713164
25,1067,1754,0,11719131
26,1156,1815,0,11731399
27,1322,1938,0,11533815
28,1361,2097,0,11796191
29,1530,2314,0,12179870
30,1243,2493,0,12192995
31,1384,2596,0,12204963
32,1125,2762,0,12213889
33,1324,2868,0,12228230
34,1097,3030,0,12241660
35,1048,3616,0,12252851
36,1209,3199,0,12261557
37,1009,3428,0,12272694
38,1072,3425,0,12285845
39,1281,3548,0,12297382
40,1295,3707,0,12867981
41,1126,3910,0,12877004
42,1140,4007,0,12886368
43,1080,4172,0,12895545
44,998,4263,0,12906725
45,953,4714,0,12928397
46,1009,4883,0,12939630
47,919,4727,0,12949404
48,970,4776,0,12959407
49,895,5003,0,12968598
50,957,5049,0,12980149
51,876,5130,0,13369794
52,828,5265,0,13378485
53,930,5432,0,14219788
54,889,5570,0,14229431
55,888,5749,0,14241111
56,873,6021,0,14251183
57,819,6318,0,14260491
58,606,6386,0,14267504
59,98,6093,0,14272570
60,1214,6570,0,14288361
61,821,7180,0,14958136
62,815,6455,0,14967417
63,879,6522,0,14977782
64,747,6816,0,14987521
65,819,7056,0,14997571
66,876,7201,0,15008713
67,790,7747,0,16360607
68,736,7480,0,16370259
69,640,7419,0,16378566
70,691,7912,0,16388248
71,705,8954,0,16397347
72,629,7727,0,16405766
73,672,7814,0,16414034
74,728,7923,0,16422666
75,890,8143,0,16433058
76,753,8389,0,16441331
77,759,8892,0,16449501
78,694,8751,0,16457824
79,674,8903,0,18182158
80,802,8786,0,18191713
81,701,9045,0,19310562
82,725,8818,0,19319457
83,693,8885,0,19330242
84,688,9033,0,19339690
85,601,9062,0,19347365
86,633,9204,0,19355803
87,623,9817,0,19364117
88,652,9442,0,19372279
