44,0,1,0,2121
43,998,73,13,9925724
42,1080,401,2,9966170
41,1140,648,1,10010914
40,1126,906,1,10079475
39,1295,1134,1,10095274
38,1281,1447,0,10105221
37,1072,1710,0,10116621
36,1009,1917,0,10126167
35,1209,2090,0,10513803
34,1048,2347,0,10522695
33,1097,2551,0,10718268
32,1324,2843,0,10731283
31,1125,3076,0,10738007
30,1384,3284,0,10748645
29,1243,3602,0,10759877
28,1530,3954,0,11445444
27,1361,4297,0,11454221
26,1322,4574,0,11467827
25,1156,4825,0,11480062
24,1067,5029,0,11498037
23,1431,5228,0,12459278
22,1306,5539,0,12469742
21,20,5701,0,12469900
20,943,5715,0,12495756
19,1149,5907,0,12502091
18,1208,6093,0,12508787
17,951,6298,0,12515429
16,1297,6493,0,13947830
15,1298,6793,0,13995071
14,1087,7048,0,14002155
13,1472,7303,0,14011492
12,26,7492,0,14011662
11,16,7462,0,14011819
10,20,7449,0,14011939
9,29,7381,0,14012176
8,24,7441,0,14012352
7,27,7332,0,14012607
6,27,6672,0,16549769
5,28,7324,0,16549985
4,29,7422,0,16550121
3,28,7391,0,16550354
2,85,7452,0,16550939
1,100,7416,0,16551694
0,545,7497,0,16554714
45,953,136,7,25212395
46,1009,417,2,25241805
47,919,617,1,25265343
48,970,847,1,25284884
49,895,979,0,25307844
50,957,1202,0,25316518
51,876,1419,0,25351298
52,828,1523,0,25357033
53,930,1677,0,25364203
54,889,1884,0,25371211
55,888,2066,0,25380657
56,873,2215,0,25387594
57,819,2325,0,25484541
58,606,2492,0,25489131
59,98,2568,0,25491445
60,1214,2638,0,25505122
61,821,2877,0,25512604
62,815,3013,0,25521060
63,879,3178,0,25529904
64,747,3299,0,25538305
65,819,3908,0,25546904
66,876,4213,0,25556787
67,790,4477,0,25902707
68,736,4531,0,25911160
69,640,4802,0,25918472
70,691,4872,0,25927004
71,705,5172,0,25935098
72,629,5265,0,25942355
73,672,5371,0,25949400
74,728,5663,0,25956819
75,890,5840,0,25966088
76,753,5928,0,25973424
77,759,5828,0,25980381
78,694,6305,0,25987625
79,674,6127,0,26359064
80,802,6120,0,26367682
81,701,6690,0,26375495
82,725,6823,0,26383486
83,693,6952,0,26392998
84,688,6906,0,26401569
85,601,7193,0,26408212
86,633,6856,0,26919350
87,623,7153,0,26926604
88,652,7566,0,26933608
