0,0,8,0,2115
1,30035245,13024189,2,690530661
2,15051525,19347067,0,1092943349
3,13643902,23720152,0,1354940063
4,13312979,25808292,0,1693660070
4,0,21,0,1682469382
5,15505700,3381222,4,2132498823
6,12129189,8289052,1,2619861835
7,14421674,11103524,1,3052604761
8,14523054,14206928,1,3456180921
9,13670061,16879932,0,3923433643
